timestamp,product_id,sales_volume,stock_level,promo_flag,holiday_flag,foot_traffic,hour,day_of_week,sales_lag_1h,sales_lag_24h,sales_lag_7d,sales_roll_3h,stock_lag_1h,weather_Cold,weather_Rainy,weather_Snowy,weather_Sunny,category_Cleaning,category_Dairy,category_Fresh Produce,category_Snacks
2025-01-08 18:00:00,P001,0,204,0,0,112,18,2,1.0,0.0,2.0,0.6666666666666666,203.0,1,0,0,0,0,0,1,0
2025-01-08 19:00:00,P001,0,201,0,0,47,19,2,0.0,0.0,0.0,0.3333333333333333,204.0,0,0,0,0,0,0,1,0
2025-01-08 20:00:00,P001,0,204,0,0,44,20,2,0.0,1.0,0.0,0.3333333333333333,201.0,0,0,0,1,0,0,1,0
2025-01-08 21:00:00,P001,2,199,0,0,49,21,2,0.0,2.0,1.0,0.0,204.0,0,0,0,1,0,0,1,0
2025-01-08 22:00:00,P001,1,202,0,0,67,22,2,2.0,1.0,1.0,0.6666666666666666,199.0,0,0,0,1,0,0,1,0
2025-01-08 23:00:00,P001,2,198,0,0,43,23,2,1.0,1.0,1.0,1.0,202.0,0,1,0,0,0,0,1,0
2025-01-09 00:00:00,P001,4,200,0,0,60,0,3,2.0,0.0,1.0,1.6666666666666667,198.0,0,1,0,0,0,0,1,0
2025-01-09 01:00:00,P001,0,203,0,0,48,1,3,4.0,1.0,1.0,2.3333333333333335,200.0,0,0,0,1,0,0,1,0
2025-01-09 02:00:00,P001,0,203,0,0,53,2,3,0.0,0.0,2.0,2.0,203.0,0,1,0,0,0,0,1,0
2025-01-09 03:00:00,P001,0,200,0,0,62,3,3,0.0,0.0,1.0,1.3333333333333333,203.0,0,1,0,0,0,0,1,0
2025-01-09 04:00:00,P001,0,200,0,0,49,4,3,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,1,0
2025-01-09 05:00:00,P001,2,202,0,0,47,5,3,0.0,1.0,3.0,0.0,200.0,0,0,0,0,0,0,1,0
2025-01-09 06:00:00,P001,1,203,0,0,63,6,3,2.0,0.0,0.0,0.6666666666666666,202.0,0,1,0,0,0,0,1,0
2025-01-09 07:00:00,P001,0,201,0,0,46,7,3,1.0,1.0,2.0,1.0,203.0,0,0,1,0,0,0,1,0
2025-01-09 08:00:00,P001,1,201,0,0,63,8,3,0.0,1.0,0.0,1.0,201.0,0,0,0,1,0,0,1,0
2025-01-09 09:00:00,P001,0,200,0,0,43,9,3,1.0,0.0,2.0,0.6666666666666666,201.0,0,0,0,0,0,0,1,0
2025-01-09 10:00:00,P001,3,197,0,0,71,10,3,0.0,0.0,0.0,0.3333333333333333,200.0,0,1,0,0,0,0,1,0
2025-01-09 11:00:00,P001,1,199,0,0,36,11,3,3.0,1.0,1.0,1.3333333333333333,197.0,0,0,1,0,0,0,1,0
2025-01-09 12:00:00,P001,1,203,0,0,87,12,3,1.0,2.0,1.0,1.3333333333333333,199.0,0,0,0,0,0,0,1,0
2025-01-09 13:00:00,P001,0,204,0,0,40,13,3,1.0,2.0,0.0,1.6666666666666667,203.0,0,0,0,0,0,0,1,0
2025-01-09 14:00:00,P001,1,200,0,0,50,14,3,0.0,2.0,1.0,0.6666666666666666,204.0,0,0,0,0,0,0,1,0
2025-01-09 15:00:00,P001,1,202,0,0,53,15,3,1.0,1.0,0.0,0.6666666666666666,200.0,1,0,0,0,0,0,1,0
2025-01-09 16:00:00,P001,0,202,0,0,46,16,3,1.0,0.0,2.0,0.6666666666666666,202.0,0,1,0,0,0,0,1,0
2025-01-09 17:00:00,P001,1,199,0,0,47,17,3,0.0,1.0,0.0,0.6666666666666666,202.0,0,0,0,0,0,0,1,0
2025-01-09 18:00:00,P001,1,199,0,0,87,18,3,1.0,0.0,2.0,0.6666666666666666,199.0,0,1,0,0,0,0,1,0
2025-01-09 19:00:00,P001,2,199,0,0,54,19,3,1.0,0.0,3.0,0.6666666666666666,199.0,0,0,1,0,0,0,1,0
2025-01-09 20:00:00,P001,3,199,0,0,49,20,3,2.0,0.0,1.0,1.3333333333333333,199.0,0,1,0,0,0,0,1,0
2025-01-09 21:00:00,P001,0,203,0,0,59,21,3,3.0,2.0,1.0,2.0,199.0,0,1,0,0,0,0,1,0
2025-01-09 22:00:00,P001,2,201,0,0,53,22,3,0.0,1.0,2.0,1.6666666666666667,203.0,0,1,0,0,0,0,1,0
2025-01-09 23:00:00,P001,1,201,0,0,54,23,3,2.0,2.0,1.0,1.6666666666666667,201.0,0,1,0,0,0,0,1,0
2025-01-10 00:00:00,P001,1,203,0,0,48,0,4,1.0,4.0,0.0,1.0,201.0,0,0,0,0,0,0,1,0
2025-01-10 01:00:00,P001,0,201,0,0,44,1,4,1.0,0.0,2.0,1.3333333333333333,203.0,0,1,0,0,0,0,1,0
2025-01-10 02:00:00,P001,1,199,0,0,42,2,4,0.0,0.0,1.0,0.6666666666666666,201.0,1,0,0,0,0,0,1,0
2025-01-10 03:00:00,P001,4,196,0,0,65,3,4,1.0,0.0,2.0,0.6666666666666666,199.0,0,0,1,0,0,0,1,0
2025-01-10 04:00:00,P001,0,201,0,0,64,4,4,4.0,0.0,1.0,1.6666666666666667,196.0,0,0,1,0,0,0,1,0
2025-01-10 05:00:00,P001,2,202,0,0,56,5,4,0.0,2.0,3.0,1.6666666666666667,201.0,0,0,0,1,0,0,1,0
2025-01-10 06:00:00,P001,1,202,0,0,63,6,4,2.0,1.0,0.0,2.0,202.0,0,0,0,0,0,0,1,0
2025-01-10 07:00:00,P001,5,199,0,0,68,7,4,1.0,0.0,1.0,1.0,202.0,0,0,1,0,0,0,1,0
2025-01-10 08:00:00,P001,1,203,0,0,54,8,4,5.0,1.0,1.0,2.6666666666666665,199.0,0,0,0,1,0,0,1,0
2025-01-10 09:00:00,P001,0,200,0,0,50,9,4,1.0,0.0,3.0,2.3333333333333335,203.0,0,0,0,0,0,0,1,0
2025-01-10 10:00:00,P001,1,201,0,0,60,10,4,0.0,3.0,1.0,2.0,200.0,0,0,1,0,0,0,1,0
2025-01-10 11:00:00,P001,1,200,0,0,55,11,4,1.0,1.0,0.0,0.6666666666666666,201.0,0,1,0,0,0,0,1,0
2025-01-10 12:00:00,P001,1,200,0,0,77,12,4,1.0,1.0,3.0,0.6666666666666666,200.0,0,1,0,0,0,0,1,0
2025-01-10 13:00:00,P001,0,201,0,0,57,13,4,1.0,0.0,0.0,1.0,200.0,0,1,0,0,0,0,1,0
2025-01-10 14:00:00,P001,0,203,0,0,45,14,4,0.0,1.0,0.0,0.6666666666666666,201.0,0,0,0,0,0,0,1,0
2025-01-10 15:00:00,P001,0,202,0,0,53,15,4,0.0,1.0,0.0,0.3333333333333333,203.0,0,1,0,0,0,0,1,0
2025-01-10 16:00:00,P001,0,200,0,0,43,16,4,0.0,0.0,1.0,0.0,202.0,0,0,1,0,0,0,1,0
2025-01-10 17:00:00,P001,1,201,0,0,54,17,4,0.0,1.0,1.0,0.0,200.0,0,0,0,0,0,0,1,0
2025-01-10 18:00:00,P001,0,201,0,0,108,18,4,1.0,1.0,3.0,0.3333333333333333,201.0,0,0,0,0,0,0,1,0
2025-01-10 19:00:00,P001,1,203,0,0,57,19,4,0.0,2.0,2.0,0.3333333333333333,201.0,0,1,0,0,0,0,1,0
2025-01-10 20:00:00,P001,0,201,0,0,52,20,4,1.0,3.0,1.0,0.6666666666666666,203.0,1,0,0,0,0,0,1,0
2025-01-10 21:00:00,P001,0,204,0,0,43,21,4,0.0,0.0,2.0,0.3333333333333333,201.0,0,0,1,0,0,0,1,0
2025-01-10 22:00:00,P001,0,204,0,0,38,22,4,0.0,2.0,0.0,0.3333333333333333,204.0,1,0,0,0,0,0,1,0
2025-01-10 23:00:00,P001,4,198,0,0,51,23,4,0.0,1.0,1.0,0.0,204.0,0,0,0,0,0,0,1,0
2025-01-11 00:00:00,P001,2,199,0,0,42,0,5,4.0,1.0,1.0,1.3333333333333333,198.0,0,0,0,0,0,0,1,0
2025-01-11 01:00:00,P001,2,199,0,0,45,1,5,2.0,0.0,2.0,2.0,199.0,1,0,0,0,0,0,1,0
2025-01-11 02:00:00,P001,1,201,0,0,42,2,5,2.0,1.0,0.0,2.6666666666666665,199.0,0,0,1,0,0,0,1,0
2025-01-11 03:00:00,P001,0,201,0,0,44,3,5,1.0,4.0,2.0,1.6666666666666667,201.0,0,0,0,1,0,0,1,0
2025-01-11 04:00:00,P001,0,203,0,0,52,4,5,0.0,0.0,1.0,1.0,201.0,1,0,0,0,0,0,1,0
2025-01-11 05:00:00,P001,1,203,0,0,48,5,5,0.0,2.0,1.0,0.3333333333333333,203.0,1,0,0,0,0,0,1,0
2025-01-11 06:00:00,P001,1,201,0,0,48,6,5,1.0,1.0,0.0,0.3333333333333333,203.0,0,0,0,1,0,0,1,0
2025-01-11 07:00:00,P001,0,200,0,0,40,7,5,1.0,5.0,0.0,0.6666666666666666,201.0,0,0,0,1,0,0,1,0
2025-01-11 08:00:00,P001,1,200,0,0,66,8,5,0.0,1.0,2.0,0.6666666666666666,200.0,1,0,0,0,0,0,1,0
2025-01-11 09:00:00,P001,1,199,0,0,59,9,5,1.0,0.0,3.0,0.6666666666666666,200.0,0,0,0,1,0,0,1,0
2025-01-11 10:00:00,P001,3,201,0,0,42,10,5,1.0,1.0,0.0,0.6666666666666666,199.0,1,0,0,0,0,0,1,0
2025-01-11 11:00:00,P001,0,200,0,0,50,11,5,3.0,1.0,5.0,1.6666666666666667,201.0,1,0,0,0,0,0,1,0
2025-01-11 12:00:00,P001,1,200,0,0,114,12,5,0.0,1.0,2.0,1.3333333333333333,200.0,1,0,0,0,0,0,1,0
2025-01-11 13:00:00,P001,1,199,0,0,60,13,5,1.0,0.0,2.0,1.3333333333333333,200.0,0,0,0,0,0,0,1,0
2025-01-11 14:00:00,P001,3,200,0,0,50,14,5,1.0,0.0,1.0,0.6666666666666666,199.0,1,0,0,0,0,0,1,0
2025-01-11 15:00:00,P001,1,202,0,0,50,15,5,3.0,0.0,1.0,1.6666666666666667,200.0,0,1,0,0,0,0,1,0
2025-01-11 16:00:00,P001,1,200,0,0,44,16,5,1.0,0.0,0.0,1.6666666666666667,202.0,0,0,0,1,0,0,1,0
2025-01-11 17:00:00,P001,0,201,0,0,51,17,5,1.0,1.0,2.0,1.6666666666666667,200.0,0,1,0,0,0,0,1,0
2025-01-11 18:00:00,P001,1,199,0,0,86,18,5,0.0,0.0,1.0,0.6666666666666666,201.0,0,0,0,1,0,0,1,0
2025-01-11 19:00:00,P001,2,198,0,0,60,19,5,1.0,1.0,1.0,0.6666666666666666,199.0,0,1,0,0,0,0,1,0
2025-01-11 20:00:00,P001,0,202,0,0,43,20,5,2.0,0.0,0.0,1.0,198.0,1,0,0,0,0,0,1,0
2025-01-11 21:00:00,P001,0,204,0,0,42,21,5,0.0,0.0,2.0,1.0,202.0,1,0,0,0,0,0,1,0
2025-01-11 22:00:00,P001,1,203,0,0,42,22,5,0.0,0.0,2.0,0.6666666666666666,204.0,0,1,0,0,0,0,1,0
2025-01-11 23:00:00,P001,0,204,0,0,49,23,5,1.0,4.0,2.0,0.3333333333333333,203.0,0,1,0,0,0,0,1,0
2025-01-12 00:00:00,P001,0,200,0,0,49,0,6,0.0,2.0,0.0,0.3333333333333333,204.0,0,0,0,0,0,0,1,0
2025-01-12 01:00:00,P001,2,200,0,0,57,1,6,0.0,2.0,0.0,0.3333333333333333,200.0,0,0,0,0,0,0,1,0
2025-01-12 02:00:00,P001,0,202,0,0,36,2,6,2.0,1.0,1.0,0.6666666666666666,200.0,0,1,0,0,0,0,1,0
2025-01-12 03:00:00,P001,0,201,0,0,52,3,6,0.0,0.0,1.0,0.6666666666666666,202.0,0,0,0,1,0,0,1,0
2025-01-12 04:00:00,P001,1,201,0,0,65,4,6,0.0,0.0,1.0,0.6666666666666666,201.0,0,1,0,0,0,0,1,0
2025-01-12 05:00:00,P001,1,203,0,0,49,5,6,1.0,1.0,1.0,0.3333333333333333,201.0,1,0,0,0,0,0,1,0
2025-01-12 06:00:00,P001,1,199,0,0,52,6,6,1.0,1.0,0.0,0.6666666666666666,203.0,1,0,0,0,0,0,1,0
2025-01-12 07:00:00,P001,1,202,0,0,36,7,6,1.0,0.0,1.0,1.0,199.0,0,0,0,1,0,0,1,0
2025-01-12 08:00:00,P001,0,200,0,0,52,8,6,1.0,1.0,1.0,1.0,202.0,0,0,0,1,0,0,1,0
2025-01-12 09:00:00,P001,2,199,0,0,65,9,6,0.0,1.0,0.0,0.6666666666666666,200.0,0,0,0,0,0,0,1,0
2025-01-12 10:00:00,P001,1,203,0,0,48,10,6,2.0,3.0,1.0,1.0,199.0,0,0,0,0,0,0,1,0
2025-01-12 11:00:00,P001,4,197,0,0,59,11,6,1.0,0.0,0.0,1.0,203.0,0,0,0,0,0,0,1,0
2025-01-12 12:00:00,P001,3,201,0,0,99,12,6,4.0,1.0,3.0,2.3333333333333335,197.0,0,0,0,0,0,0,1,0
2025-01-12 13:00:00,P001,1,201,0,0,53,13,6,3.0,1.0,1.0,2.6666666666666665,201.0,0,0,0,1,0,0,1,0
2025-01-12 14:00:00,P001,2,200,0,0,40,14,6,1.0,3.0,1.0,2.6666666666666665,201.0,0,1,0,0,0,0,1,0
2025-01-12 15:00:00,P001,2,199,0,0,52,15,6,2.0,1.0,2.0,2.0,200.0,0,0,0,1,0,0,1,0
2025-01-12 16:00:00,P001,0,204,0,0,47,16,6,2.0,1.0,0.0,1.6666666666666667,199.0,0,1,0,0,0,0,1,0
2025-01-12 17:00:00,P001,1,203,0,0,54,17,6,0.0,0.0,2.0,1.3333333333333333,204.0,0,0,0,1,0,0,1,0
2025-01-12 18:00:00,P001,2,200,0,0,88,18,6,1.0,1.0,1.0,1.0,203.0,0,0,0,0,0,0,1,0
2025-01-12 19:00:00,P001,2,200,0,0,56,19,6,2.0,2.0,1.0,1.0,200.0,0,0,0,0,0,0,1,0
2025-01-12 20:00:00,P001,2,200,0,0,48,20,6,2.0,0.0,1.0,1.6666666666666667,200.0,0,1,0,0,0,0,1,0
2025-01-12 21:00:00,P001,5,195,0,0,48,21,6,2.0,0.0,2.0,2.0,200.0,0,0,0,0,0,0,1,0
2025-01-12 22:00:00,P001,2,200,0,0,48,22,6,5.0,1.0,1.0,3.0,195.0,0,1,0,0,0,0,1,0
2025-01-12 23:00:00,P001,1,200,0,0,49,23,6,2.0,0.0,2.0,3.0,200.0,0,1,0,0,0,0,1,0
2025-01-13 00:00:00,P001,1,202,0,0,47,0,0,1.0,0.0,1.0,2.6666666666666665,200.0,0,1,0,0,0,0,1,0
2025-01-13 01:00:00,P001,0,200,0,0,46,1,0,1.0,2.0,3.0,1.3333333333333333,202.0,0,0,0,0,0,0,1,0
2025-01-13 02:00:00,P001,1,199,0,0,48,2,0,0.0,0.0,0.0,0.6666666666666666,200.0,0,0,1,0,0,0,1,0
2025-01-13 03:00:00,P001,1,201,0,0,51,3,0,1.0,0.0,1.0,0.6666666666666666,199.0,1,0,0,0,0,0,1,0
2025-01-13 04:00:00,P001,0,200,0,0,42,4,0,1.0,1.0,2.0,0.6666666666666666,201.0,0,0,0,0,0,0,1,0
2025-01-13 05:00:00,P001,1,202,0,0,49,5,0,0.0,1.0,0.0,0.6666666666666666,200.0,1,0,0,0,0,0,1,0
2025-01-13 06:00:00,P001,1,201,0,0,50,6,0,1.0,1.0,0.0,0.6666666666666666,202.0,0,1,0,0,0,0,1,0
2025-01-13 07:00:00,P001,2,199,0,0,47,7,0,1.0,1.0,2.0,0.6666666666666666,201.0,0,1,0,0,0,0,1,0
2025-01-13 08:00:00,P001,0,201,0,0,40,8,0,2.0,0.0,0.0,1.3333333333333333,199.0,1,0,0,0,0,0,1,0
2025-01-13 09:00:00,P001,0,200,0,0,55,9,0,0.0,2.0,1.0,1.0,201.0,0,0,0,1,0,0,1,0
2025-01-13 10:00:00,P001,0,203,0,0,42,10,0,0.0,1.0,2.0,0.6666666666666666,200.0,0,0,0,1,0,0,1,0
2025-01-13 11:00:00,P001,1,201,0,0,47,11,0,0.0,4.0,0.0,0.0,203.0,0,1,0,0,0,0,1,0
2025-01-13 12:00:00,P001,1,201,0,0,84,12,0,1.0,3.0,4.0,0.3333333333333333,201.0,1,0,0,0,0,0,1,0
2025-01-13 13:00:00,P001,1,203,0,0,44,13,0,1.0,1.0,2.0,0.6666666666666666,201.0,0,1,0,0,0,0,1,0
2025-01-13 14:00:00,P001,1,203,0,0,62,14,0,1.0,2.0,1.0,1.0,203.0,0,0,0,1,0,0,1,0
2025-01-13 15:00:00,P001,2,202,0,0,51,15,0,1.0,2.0,3.0,1.0,203.0,1,0,0,0,0,0,1,0
2025-01-13 16:00:00,P001,1,201,0,0,25,16,0,2.0,0.0,0.0,1.3333333333333333,202.0,1,0,0,0,0,0,1,0
2025-01-13 17:00:00,P001,2,198,0,0,51,17,0,1.0,1.0,1.0,1.3333333333333333,201.0,0,0,1,0,0,0,1,0
2025-01-13 18:00:00,P001,3,198,0,0,105,18,0,2.0,2.0,2.0,1.6666666666666667,198.0,0,0,0,1,0,0,1,0
2025-01-13 19:00:00,P001,0,204,0,0,64,19,0,3.0,2.0,1.0,2.0,198.0,0,0,0,1,0,0,1,0
2025-01-13 20:00:00,P001,1,202,0,0,55,20,0,0.0,2.0,0.0,1.6666666666666667,204.0,0,0,0,1,0,0,1,0
2025-01-13 21:00:00,P001,2,198,0,0,53,21,0,1.0,5.0,0.0,1.3333333333333333,202.0,0,1,0,0,0,0,1,0
2025-01-13 22:00:00,P001,0,202,0,0,49,22,0,2.0,2.0,1.0,1.0,198.0,0,0,0,1,0,0,1,0
2025-01-13 23:00:00,P001,0,204,0,0,53,23,0,0.0,1.0,0.0,1.0,202.0,0,1,0,0,0,0,1,0
2025-01-14 00:00:00,P001,0,201,0,0,52,0,1,0.0,1.0,1.0,0.6666666666666666,204.0,0,0,0,0,0,0,1,0
2025-01-14 01:00:00,P001,0,203,0,0,51,1,1,0.0,0.0,0.0,0.0,201.0,0,0,0,1,0,0,1,0
2025-01-14 02:00:00,P001,0,201,0,0,47,2,1,0.0,1.0,2.0,0.0,203.0,1,0,0,0,0,0,1,0
2025-01-14 03:00:00,P001,2,199,0,0,58,3,1,0.0,1.0,0.0,0.0,201.0,0,0,0,0,0,0,1,0
2025-01-14 04:00:00,P001,1,203,0,0,56,4,1,2.0,0.0,3.0,0.6666666666666666,199.0,1,0,0,0,0,0,1,0
2025-01-14 05:00:00,P001,2,201,0,0,56,5,1,1.0,1.0,2.0,1.0,203.0,1,0,0,0,0,0,1,0
2025-01-14 06:00:00,P001,1,202,0,0,56,6,1,2.0,1.0,2.0,1.6666666666666667,201.0,1,0,0,0,0,0,1,0
2025-01-14 07:00:00,P001,1,201,0,0,42,7,1,1.0,2.0,1.0,1.3333333333333333,202.0,0,1,0,0,0,0,1,0
2025-01-14 08:00:00,P001,1,202,0,0,49,8,1,1.0,0.0,1.0,1.3333333333333333,201.0,0,0,1,0,0,0,1,0
2025-01-14 09:00:00,P001,0,204,0,0,45,9,1,1.0,0.0,0.0,1.0,202.0,0,1,0,0,0,0,1,0
2025-01-14 10:00:00,P001,5,199,1,0,46,10,1,0.0,0.0,3.0,0.6666666666666666,204.0,0,0,1,0,0,0,1,0
2025-01-14 11:00:00,P001,1,203,1,0,42,11,1,5.0,1.0,0.0,2.0,199.0,0,1,0,0,0,0,1,0
2025-01-14 12:00:00,P001,3,200,0,0,110,12,1,1.0,1.0,0.0,2.0,203.0,0,1,0,0,0,0,1,0
2025-01-14 13:00:00,P001,3,197,0,0,51,13,1,3.0,1.0,0.0,3.0,200.0,0,0,0,1,0,0,1,0
2025-01-14 14:00:00,P001,0,204,0,0,49,14,1,3.0,1.0,1.0,2.3333333333333335,197.0,0,0,0,0,0,0,1,0
2025-01-14 15:00:00,P001,1,199,0,0,59,15,1,0.0,2.0,1.0,2.0,204.0,1,0,0,0,0,0,1,0
2025-01-14 16:00:00,P001,0,203,0,0,44,16,1,1.0,1.0,3.0,1.3333333333333333,199.0,0,1,0,0,0,0,1,0
2025-01-14 17:00:00,P001,2,201,1,0,42,17,1,0.0,2.0,2.0,0.3333333333333333,203.0,0,0,1,0,0,0,1,0
2025-01-14 18:00:00,P001,1,200,0,0,115,18,1,2.0,3.0,0.0,1.0,201.0,0,0,0,0,0,0,1,0
2025-01-14 19:00:00,P001,3,201,0,0,37,19,1,1.0,0.0,0.0,1.0,200.0,0,1,0,0,0,0,1,0
2025-01-14 20:00:00,P001,0,200,0,0,46,20,1,3.0,1.0,1.0,2.0,201.0,1,0,0,0,0,0,1,0
2025-01-14 21:00:00,P001,2,200,0,0,48,21,1,0.0,2.0,2.0,1.3333333333333333,200.0,1,0,0,0,0,0,1,0
2025-01-14 22:00:00,P001,1,199,0,0,59,22,1,2.0,0.0,1.0,1.6666666666666667,200.0,1,0,0,0,0,0,1,0
2025-01-14 23:00:00,P001,0,203,0,0,58,23,1,1.0,0.0,1.0,1.0,199.0,0,0,0,0,0,0,1,0
2025-01-15 00:00:00,P001,0,200,0,0,38,0,2,0.0,0.0,0.0,1.0,203.0,0,0,1,0,0,0,1,0
2025-01-15 01:00:00,P001,2,202,0,0,40,1,2,0.0,0.0,1.0,0.3333333333333333,200.0,0,1,0,0,0,0,1,0
2025-01-15 02:00:00,P001,1,199,0,0,53,2,2,2.0,0.0,0.0,0.6666666666666666,202.0,1,0,0,0,0,0,1,0
2025-01-15 03:00:00,P001,2,201,0,0,45,3,2,1.0,2.0,0.0,1.0,199.0,0,0,1,0,0,0,1,0
2025-01-15 04:00:00,P001,1,202,0,0,48,4,2,2.0,1.0,0.0,1.6666666666666667,201.0,1,0,0,0,0,0,1,0
2025-01-15 05:00:00,P001,2,200,0,0,51,5,2,1.0,2.0,1.0,1.3333333333333333,202.0,0,0,0,1,0,0,1,0
2025-01-15 06:00:00,P001,0,200,0,0,42,6,2,2.0,1.0,0.0,1.6666666666666667,200.0,0,1,0,0,0,0,1,0
2025-01-15 07:00:00,P001,0,200,0,0,50,7,2,0.0,1.0,1.0,1.0,200.0,0,0,0,1,0,0,1,0
2025-01-15 08:00:00,P001,1,203,0,0,49,8,2,0.0,1.0,1.0,0.6666666666666666,200.0,0,1,0,0,0,0,1,0
2025-01-15 09:00:00,P001,0,204,0,0,57,9,2,1.0,0.0,0.0,0.3333333333333333,203.0,0,0,1,0,0,0,1,0
2025-01-15 10:00:00,P001,1,200,0,0,50,10,2,0.0,5.0,0.0,0.3333333333333333,204.0,0,0,1,0,0,0,1,0
2025-01-15 11:00:00,P001,0,203,0,0,37,11,2,1.0,1.0,1.0,0.6666666666666666,200.0,0,0,0,1,0,0,1,0
2025-01-15 12:00:00,P001,3,198,0,0,104,12,2,0.0,3.0,2.0,0.3333333333333333,203.0,0,0,1,0,0,0,1,0
2025-01-15 13:00:00,P001,0,201,0,0,64,13,2,3.0,3.0,2.0,1.3333333333333333,198.0,0,0,0,0,0,0,1,0
2025-01-15 14:00:00,P001,0,200,0,0,60,14,2,0.0,0.0,2.0,1.0,201.0,0,0,0,1,0,0,1,0
2025-01-15 15:00:00,P001,4,197,0,0,49,15,2,0.0,1.0,1.0,1.0,200.0,0,1,0,0,0,0,1,0
2025-01-15 16:00:00,P001,1,201,0,0,67,16,2,4.0,0.0,0.0,1.3333333333333333,197.0,0,0,1,0,0,0,1,0
2025-01-15 17:00:00,P001,1,200,0,0,59,17,2,1.0,2.0,1.0,1.6666666666666667,201.0,0,0,0,0,0,0,1,0
2025-01-15 18:00:00,P001,0,202,0,0,95,18,2,1.0,1.0,0.0,2.0,200.0,0,0,0,1,0,0,1,0
2025-01-15 19:00:00,P001,3,201,0,0,56,19,2,0.0,3.0,0.0,0.6666666666666666,202.0,0,0,0,1,0,0,1,0
2025-01-15 20:00:00,P001,0,204,0,0,53,20,2,3.0,0.0,0.0,1.3333333333333333,201.0,0,0,0,1,0,0,1,0
2025-01-15 21:00:00,P001,1,201,0,0,45,21,2,0.0,2.0,2.0,1.0,204.0,0,1,0,0,0,0,1,0
2025-01-15 22:00:00,P001,0,203,0,0,50,22,2,1.0,1.0,1.0,1.3333333333333333,201.0,0,0,0,0,0,0,1,0
2025-01-15 23:00:00,P001,0,201,0,0,52,23,2,0.0,0.0,2.0,0.3333333333333333,203.0,0,0,0,0,0,0,1,0
2025-01-16 00:00:00,P001,0,203,0,0,44,0,3,0.0,0.0,4.0,0.3333333333333333,201.0,0,0,0,0,0,0,1,0
2025-01-16 01:00:00,P001,0,201,0,0,44,1,3,0.0,2.0,0.0,0.0,203.0,0,0,0,0,0,0,1,0
2025-01-16 02:00:00,P001,0,201,0,0,48,2,3,0.0,1.0,0.0,0.0,201.0,0,1,0,0,0,0,1,0
2025-01-16 03:00:00,P001,1,203,0,0,51,3,3,0.0,2.0,0.0,0.0,201.0,0,0,0,0,0,0,1,0
2025-01-16 04:00:00,P001,1,201,0,0,49,4,3,1.0,1.0,0.0,0.3333333333333333,203.0,0,0,0,0,0,0,1,0
